ID;NAME;PRICE;RESTAURANT_ID
88;Cabernet Sauvignon Cuvee Alexandre, Casa Lapostole, Rapel Valley, Chile 1998;29,8;13
89;Mixed Vegetable Fried Rice;30;13
90;Topi-Maki and Mixed Salad;26,1;13
91;OUR VERY OWN APRICOT SORBET;19,6;13
92;Chicken Finger;16,6;14
93;Merlot, Madame Costeau;23,9;14
94;Way 2Cool Root Beer (Taos Brewing Co.)  full bodied drinks;14,3;14
95;Rob Roy;14;14
96;Terrine de canard;20,9;14
97;112- Veuve Cliquot Brut N/V;16,4;14
98;Boneless Bar-B-Q Spare Ribs;13,2;14
99;Vitello Parma BREADED VEAL TOMATO SAUCE & MOZZARELLA;24,5;14
100;Chicken w. String Beans;13;14
101;FRIED CLAM;23,9;15
102;113- Dom Perignon 1993;18,3;15
103;Chef Salad, Fresh Roasted Turkey, Ham, Cheese and Egg over Our Crisp Garden Salad ... 5.95;26,3;15
104;Specialty Sandwiches: #4  Roasted Chicken:  Goat Cheese, Basil & Roasted Red Onions with a Rosemary Herb Dressing on Seeded Italian ... 6.25;22,2;15
105;Seared Sushi Steak Rolls hoisin sauce;30,7;15
106;Krispy Kream Doughnuts ... .80;18;15
107;Chicken w. Garlic Sauce;20,6;15
108;LHereu: Cava, Macabeo, Xarel-Lo;19;15
109;Baked Stuffed Lobster with buttery Crabmeat Stuffing;25,3;16
110;Apricots;19,8;16
111;Steamed Broccoli w. Shrimp & Chicken;30,8;16
112;Classic Boston Scrod. Baked with buttery Bread Crumbs...with Seasonal Vegetables and choice of one Side;25,9;16
113;Chicken Chop Suey;29,5;16
114;Beef w. Mixed Veg;32,8;16
115;Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25;26,8;16
116;Seafood Antipasto any six seafood items;27,9;16
117;Half 2 lb Maine Lobster shrimp & scallops, accompanied with a selection of any four vegetables from our Antipasto Bar;22,9;17
118;Domaine Carneros, Brut, 1992, Napa;19,7;17
119;For Two ROASTED CHICKEN with garlic cloves, french fries Lami Louis style;27,5;17
120;Specialty Sandwiches: #18  Chicken Cutlet:  Vermont Cheddar, Leaf Lettuce, Plum Tomato, Bacon, No Fat Russian Dressing on Semolina ... 6.25;20,8;17
121;Kung Po Baby Shrimp;18,3;18
122;Marinated Olives;12,8;18
123;Domaine Carneros, Brut, 1992, Napa;11,3;18
124;OUR VERY OWN APRICOT SORBET;19,1;18
125;Vowel: Scotch, Sweet Vermouth, OJ, Akavit, Bitters;16,9;18
126;2007 ASSYRTIKO Santorini Sigalas;13,9;18
127;Sorbet;8,2;18
128;White Wine by the Bottle: Chardonnay Winemakers Reserve, Lindemans, Padthaway, Australia 1997;29,2;19
129;Cheesecake Sorbet with fresh berries and strawberry coulis;28,2;19
130;Grgich Hills 1995 Napa;24,5;19
131;Steamed Broccoli w. Shrimp & Chicken;25,7;19
132;Lamb Chops, Colorado lamb loin chops crusted with toasted cumin, coriander and cracked peppercorns grilled and accompanied by a roasted garlic and sage aioli served with rosemary roasted new potatoes and fresh vegetables;25,7;19
133;Caesar Salad;20;19
134;Prosciutto Pizza - mozzarella, goat cheese, tomato & arugula salad;19,9;19
135;Lake Tung Ting Shrimp Shrimp w. Chinese vegetable & black bean in hot egg sauce;25,3;20
136;Hogue Cellars Fume, 1996, Columbia Valley;25,9;20
137;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);28,3;20
138;Bisque de Homard;17,3;20
139;Butterfly Shrimp w. Bacon;23;20
140;Pot Roast Rabbit with Fennel & Olives;29,1;20
141;St. Morillion 1996, Chile;21,9;20
142;Stags Leap 1995, Napa;27,3;21
143;Rice Pilaf with Orzo;27,6;21
144;Vitello Sorrentino VEAL WITH EGGPLANT, PROSCIUTTO & MOZZARELLA IN A WHITE WINE SAUCE;31,2;21
145;Puligny-Montrachet, Chanson 1995;25,2;21
146;Mayacamas 1991, Napa;26,6;21
147;The Classic Club sandwich;22,8;21
148;Orange Flavor Beef;28,5;22
149;Onion Strings. Thinly sliced, battered and fried;16;22
150;Chianti, Castello di Farnetella;21,5;22
151;Specialty Sandwiches: #9  Honey Glazed Ham:  Mozzarella, Caramelized Onions & Honey Mustard on Eight Grain Ciabatta ... 6.25;30,2;22
152;Tuna Burger. Freshly ground Tuna, Chili Paste, Crumbs and Spices;26,3;22
153;Arugula Salad chopped tomato, fennel, shaved parmigiano;24,9;22
154;Sanka;26,8;22
155;No Fat Sliced Yogurt Loaf Cake (Assorted) ...1.75;31,3;23
156;Jalapeno Smoked Salmon ;34,5;23
157;Chardonnay, Iron Horse 95;19,8;23
158;Mango Carnitas Enchiladas, vegetarian;18,7;23
159;Joes Grilled Chicken;22,5;23
160;Cote de Boeuf with haricot verts and Balthazar onion rings;32,6;24
161;Albarino, Morgadio, 1999. (Spain);30,1;24
162;SALADE NICOISE WITH FRESH TUNA AND PEELED JERSEY TOMATOES;30;24
163;Asian Chicken Salad:  Poached Chicken, Water Cress, Red Onion, Scallions & Snow Peas over a Crisp Garden Salad ... 5.95;32,2;24
164;Chicken w. Chinese Vegetable;24,2;25
165;Pineapple Duck;24,5;25
166;Chicken w. Bean Curd;26;25
167;Petit Fours;25,1;25
168;Domaine Chandon, Reserve;22,4;26
169;Crabmeat Hand Roll - fresh crab meat, cucumber, scallion, avacado;13,8;26
170;Grillatti Di Verdura ASSORTED GRILLED VEGETABLES;13,6;26
171;Chicken w. Cashew Nuts;16,6;26
172;Smoked Chatham Cod Croquettes - with American paddlefish caviar;18,2;26
173;Fried Fish (2) w. Shrimp Fried Rice;24,4;26
174;Thai Red Curry with marinated Tofu *;31,9;27
175;Shrimp Cocktail ;19,6;27
176;Cinnamon Sticky Buns ...2.25;27,8;27
177;Pear Pie. Naturally Sweetened Pear with Blueberry Topping;34,9;27
178;Grilled Tenderloin Salad ;18,4;27
179;Specialty Sandwiches: #6  Chicken Caesar:  Crisp Romaine, Plum Tomato & Caesar Dressing on Semolina Bread ... 6.25;31,4;27
180;Joes Buffalo Tenderloins;32,6;27
181;Bandol Blanc, Pibarnon, 1998 (Provence);27,8;28
182;Chocolate Raspberry Cake;26,1;28
183;Smoked Haddock Chowder with Homemade Crackers;23,8;28
184;Sauvignon Blanc, Duckhorn Vineyards 1996 (Napa);30;28
185;Grappa di Moscato Chiarlo;21,3;29
186;grilled baby squid with marinated cucumber and spicy miso sauce;22,5;29
187;Orange Fruit Spritzer - Orange juice, club soda & a twist of lime;28,2;29
188;Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997;18,9;29
189;Vegetable  Small - three selections;22,4;29
190;Joes Grilled Chicken;19,5;29
191;Roast Beef  Sandwich;21,5;29
192;Beef Mai Fun;27,2;29
193;Merlot, Duckhorn, 1997. (Napa Valley);22,8;30
194;Black & White Bean Soup with Spicy Shrimp Quesadilla;23;30
195;Gouden Carolus ;20,5;30
196;Jarvis 1994, Napa;19,9;30
197;Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth;22,6;30
198;Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany);18,1;31
199;Subgum Chicken Chow Mein;9,8;31
200;Scrod;16,2;31
201;Specialty Sandwiches: #14  Roasted Chicken : Grilled Yellow & Green Squash, Porcini Mushrooms, Roasted Eggplant with a Yogurt Dill Dressing on Sour Dough ... 6.25;14,4;31
202;SautÃƒÂ©ed Skate with haricots verts, shallots, chives and a hazelnut brown butter;19,4;31
203;CÃƒÂ´te de bÃ…Â“uf with haricot verts and Balthazar onion rings - for two;13,8;32
204;Rib Tips w. Garlic Sauce w. Shrimp Fried Rice;20,1;32
205;Hot Sandwiches #22  Smoked Breast of Turkey, Plum Tomato, Bacon, Vermont Cheddar & Classic Russian Dressing served on a Semolina Hero ... 5.95;18,1;32
206;OMaras Irish Country Cream with coffee;20,6;32
207;Wild Mushroom Soup - with toasted chorizo ravioli;15,3;32
208;Steamed Plain Broccoli;17,8;32
209;Champagne Fraises des Bois aperitif;21,1;32
210;WHITE ZINFANDEL, River Oaks;22,4;32
211;Specialty Sandwiches: #14  Roasted Chicken : Grilled Yellow & Green Squash, Porcini Mushrooms, Roasted Eggplant with a Yogurt Dill Dressing on Sour Dough ... 6.25;18,8;32
212;Pineapple Duck;31,6;33
213;Half-Sandwich (Curried Chicken Salad) and Soup of the Day;31,4;33
214;Pollo Fiorentina BREAST OF CHICKEN WITH SPINACH & MOZZARELLA CHEESE;19,4;33
215;Lanson Black Label;28,6;33
216;MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage);20,6;33
217;Dalla Valle 1994, Napa;28,9;33
218;Beefeater Gin;32,7;33
219;Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy);18,1;33
220;Cinzano Bianco Vermouth - on the rocks with a slice of lemon;32,3;33
221;Mixed Grill Balthazar;28,5;34
222;Buffalo Chicken Wings, w.Chicken Fried Rice;26,7;34
223;Brundlmayer: Austria, Pinot Noir, Pinot Blanc;32,7;34
224;Veuve Cliquot, La Grande Dame, 1989;34,4;34
225;Tomato Juice;31,8;34
226;Breganze de Breganze, Maculan;33,3;34
227;Chicken w. Broccoli;34,8;34
228;RIGATONI eggplant, portobellini mushrooms, tomato & ricotta sarda;18,7;35
229;Virgin Mary;11,6;35
230;Minestrone FELLINIS VEGETABLES SOUP;17,3;35
231;Selection of cheeses of the day;17,2;35
232;Apples;15,8;35
233;China Black Iced Tea;26,7;36
234;Duckhorn 1995, Napa;32,5;36
235;Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bÃƒÂ©arnaise sauce;29,1;36
236;Terrine de canard;24,4;36
237;Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts;23,7;36
238;Chicken Quesadilla  8.50;21,4;36
239;NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing;13,6;37
240;Joes Original Burger;10,3;37
241;Bagels, Challa Roll, Bialy or Sweet Onion Roll ... .75/ With Butter ... ..75/Cream Cheese, Veggie or Scallion...1.50/Salmon or Fat Free Cream Cheese...1.95;11;37
242;The Great Dessert Plate;11,3;37
243;Capellini Frutti Di Mare ANGEL HAIR WITH SEAFOOD & TOMATO SAUCE;22,7;38
244;Albarino, Morgadio, 1999. (Spain);31;38
245;Half-Sandwich (choice of Tuna Salad, Curried Chicken Salad or Sliced turkey) with Lobster Bisque;20;38
246;Onion Soup GratinÃƒÂ©e ;18,6;38
247;Seafood Linguini - lobster, salmon, shrimp, clams, snapper, mahi mahi;19,9;39
248;Bluefish. Also available baked with Mustard Sauce;19,5;39
249;Shrimp & Chicken, Hunan Style Jumbo shrimp & chicken sauteed w. baby corn, straw mushrooms, red pepper & garden vegetable in Hunan style.;27,5;39
250;Veuve Clicquot, Yellow Label, Brut NV;30,3;39
251;FRIED ARTICHOKES;20,5;39
252;GNOCCHI CON FEGATINI DI POLLO chicken livers;20;39
253;Spaghetti Carbonara with pancetta and Parmesan;22,7;39
254;Zinfandel, Joel Gott, 1999.  (California);28,8;40
255;CLOS DES MOUCHES, CHANSON 92;27;40
256;Rice Pudding ... 2.50;30,1;40
257;Strawberry Italian Soda;29,6;40
258;Chardonnay, Estancia Estates 1996 (Monterey);18,8;40
259;Barolo Rocche dei Manzoni 1993 DOCG (Piedmont);30;41
260;Beringer 1996, Napa;21;41
261;Smoked Salmon. Thinly sliced...Pumpernickle Toast;19,1;41
262;Beef w. Pepper & Tomatoes;31,8;41
263;Syrah, Lewis Cellars, 1997. (Napa Valley);29,7;41
264;NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing;30;41
265;Orange and endive salad;27,5;41
266;Smoked Trout Fillet ;19,7;42
267;654 Kracher #1 Beerenauslese Cuvee 2002;17,2;42
268;Insalata Di la Casa WITH GRILLED CHICKEN;19,2;42
269;FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI  ;19,8;42
270;CLAY POT ROASTED BABY CHICKEN summer vegetables;25,6;42
271;Chicken Mulligatawny;21,6;42
272;Atlantic Oysters;28,4;43
273;Reeses Brownie;16,6;43
274;Bife Di Churrasco SHELL CHURRASCO [grilled rump];18;43
275;Apple Tart;19,4;43
276;Parfaits - No-fat Vanilla Yogurt, Low-fat Granola & Fresh Fruit ...2.75/3.75;17,7;43
277;CABERNET SAUVIGNON, Rutherford, Beaulieu;27,7;43
278;Frogs Leap, 1995, Napa;22,5;43
279;Asparagus salad with aromatic herbs and egg dressing;17,8;44
280;Zinfandel, Rabbit Ridge;12,3;44
281;Tuna Salad on Choice of White, Rye, Wheat Bread or a Roll;13,5;44
282;Sliced Grilled Chicken over Caesar Salad;16,7;44
283;Dom Perignon;29,4;45
284;Duck Shepherds Pie;30,4;45
285;Beef w. Eggplant;33,2;45
286;Christers Champagne Cocktail with Black Currant Sorbet;30,6;45
287;Bricco Manzoni 1993, Manzoni (Piemonte);23,2;45
288;Warm Goat Cheese and Carmelized Onion Tart   ;23,9;45
289;Clos Pegase Hommage, 1994, Napa;21,3;46
290;Smoked Salmon. Thinly sliced...Pumpernickle Toast;21;46
291;Roast Pork Lo Mein;21,7;46
292;Fresh Samanthas Juices ... 3.25;21,3;46
293;Chicken w. Mixed Veg;24,8;46
294;Specialty Sandwiches: #13  Grilled Portobello Mushrooms: Slow Roasted Tomato, Caramelized Onions, Roasted Sweet Peppers, SautÃƒÂ©ed Spinach & Pesto on Black Bread ... 5.95;14;47
295;Kendall-Jackson Buckeye Vineyard, Cabernet Sauvignon, Alexander Valley, USA 1996;8,7;47
296;Salmon Fillet with Chinese Fruit Sauce or Fragrant Seafood Sauce. With Sugar Snap Peas and Jasmine Rice;9,5;47
297;Sea Scallops;10,6;47
298;111- Moet & Chandon Brut Imperial N/V;19,9;47
299;212- Greco di Tufo 1999, Feudi di San Gregorio (Campania);29,7;48
300;Montepulciano, Masciarelli;27,2;48
301;Irish Cream Italian Soda;26,9;48
302;Bricco Manzoni 1996;22;48
303;San Francisco Cioppino - fish and shellfish stew with Maya shrimp & Crostino;22,2;48
304;Strawberry Mineral Water;19;48
305;Les Terrasses 1998, Palacios (Priorat);22,7;49
306;Steamed Vegetables;28,3;49
307;Assorted Teas*;19,7;49
308;Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga;15,4;49
309;miso marinated spanish mackerel with shiso rice and pickled cucumbers;18,5;49
310;Barolo, Sigillo dAbate Rsv, 1991;16,7;49
311;Roast Pork w. Mixed Veg;23,6;49
312;Six Smoked Fish Assortment;13,1;50
313;Mas de Gourgonnier, N. Cartier, 1997. (Provence);20,1;50
314;House Special Mai Fun;14,9;50
315;Chicken w. Eggplant;16,2;50
316;Knudsen Erath 1995, Oregon;17,2;50
317;PENNE WITH A WILD MUSHROOM SAUCE;14,9;50
318;Apple Zinger - apple juice & iced herbal tea;12,2;50
319;Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95;17,8;50
320;HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables.;14,8;50
321;Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables;13,2;51
322;A glass from our GIANT bottle of Querciabella;19,4;51
323;miso marinated spanish mackerel with shiso rice and pickled cucumbers;14,1;51
324;Redeye Dill Gravlax Salmon;12,8;51
325;Assorted Fruit Topped Danish ...1.60;8,2;51
326;Chardonnay 1999, Sonoma Cutrer (Russian River);13,1;51
327;Thai Red Curry with sauteed Shrimp;12,5;51
328;Beef w. Curry Sauce;13,4;51
329;Roast Pork w. Broccoli in Garlic Sauce;12,4;52
330;Home made Ice Cream;9,8;52
331;Pork Lo Mein;18,3;52
332;Fusilli Al Salmone CORKSCREW PASTA WITH SALMON IN A PINK SAUCE;12,5;52
333;Insalata Di Gamberi e Avocado SHRIMP WITH AVOCADO, LEMON, HERBS & DRESSING;18,5;52
334;Red Zinger Iced Herbal Tea;15,2;52
335;Bamboo Steamed Vegetables;19,4;52
336;Ruinart;20,8;53
337;GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI;34,1;53
338;Tofu Honey Pie. tofu with Cream Cheese and Blueberry Topping;27,7;53
339;Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan ;24,9;53
340;Iced coffee or Tea ... 1.50/1.95;34,3;53
341;Grilled Vegetables;22,1;53
342;Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey;32,2;53
343;Cold Lobster Plate: lobster, shrimp & scallops & three vegetable antipasti;18,8;54
344;Escargots in garlic butter ;34,7;54
345;Baked Potato;33,2;54
346;Beringer 1996, Napa;23,3;54
347;Lobster Lo Mein;33,9;54
348;Field greens vinaigrette;24,5;54
349;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;29,4;55
350;Haricots Verts frais;26,2;55
351;TAOS FARMERS STACK a seasonal harvest of roasted and grilled baby & gourmet vegetables, steamed greens and mashed potatoes with a Madiera mushroom gravy **;24,6;55
352;Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95;21,1;55
353;Merlot, Duckhorn, 1997. (Napa Valley);17,3;55
354;Prosecco di Valdobbiadene Extra Dry N/V, Mionetto DOC (Valdobbiadene);16,8;55
355;Cabernet Sauvignon, Girard, 1996. (Napa Valley);23,9;56
356;Evian;21,5;56
357;Buffalo Chicken Wings, w. Beef Fried Rice;15,8;56
358;Bife Di Churrasco SHELL CHURRASCO [grilled rump];16,9;56
359;New York Sirloin Steak ;25,2;56
360;Rib Tips w. Garlic Sauce w. French Fries;18,9;56
361;House Special Chow Mein;21,4;57
362;Beef Fried Rice;21;57
363;FRIED ARTICHOKES ALLA GIUDEA;21,1;57
364;Chardonnay, Iron Horse 95;24,7;57
365;Muscat, Beaumes de Venise;33,9;57
366;213- Riesling 1999, Chateau Montelena (California);22,3;57
367;tempura of shrimp and japanese vegetables;27,9;57
368;Asparagus salad with aromatic herbs and egg dressing;22,1;57
369;Chicken w. Bean Curd;29,6;58
370;Baklava;15,6;58
371;Smoked Trout Pate with Croutons;22,5;58
372;Jean Lallement: Champagne, Pinot Noir, Chardonnay;21,4;58
373;Valpolicella, Quintarelli 1993;27,2;58
374;Baked Potato;27,8;58
375;Sauvignon Blanc, Babich;22,9;58
376;Gulf Red Snapper;11,4;59
377;Roast Pork Egg Foo Young;14,5;59
378;Pouilly Fuisse, Les Chailloux, Philippe Forset, 1998 (Burgundy);8,4;59
379;Fresh Iced Oysters;18,4;59
380;Rib Tips w. Garlic Sauce w. Shrimp Fried Rice;11;59
381;Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90);16,8;60
382;Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma);17,3;60
383;Wraps: W9  BBQ Chicken SautÃƒÂ©ed Onions & Peppers with a Pico de Gallo Salsa ... 6.25;10,9;60
384;Unfiltered Apple Juice;14,8;60
385;Banana Pie;10;60
386;Sanka;12,8;60
387;Mayacamas 1991, Napa;27,4;61
388;Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts;21,9;61
389;GINGERED SPRING TOMATO BISQUE WITH BABY ROCK SHRIMP AND CRÃƒÂ¨ME FRAICHE;26,8;61
390;Chardonnay, Ariel, N.V. 2% alcohol (California);21,5;61
391;Half 2 lb Maine Lobster shrimp & scallops, accompanied with a selection of any four vegetables from our Antipasto Bar;20,2;61
392;2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles);23,8;61
393;Sauvignon Blanc Babich, 1997, New Zealand;29,7;62
394;Soda (Can);17,6;62
395;Cherries;21,8;62
396;Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip;24,5;62
397;Botrytised Semillon, Chalk Hill (1/2 bot.) 94;31,8;62
398;Sauvignon Blanc, Chateau Souverain;8,5;63
399;Green Salad;16,3;63
400;Fleurie, Clos de la Roilette, 1999. (Beaujolais);16,5;63
401;Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina);8,5;63
402;Baby Back Pork Ribs ;8,8;63
403;Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable.;14,9;63
404;Roast Pork Mei Fun;18,8;63
405;Bisque de Homard;13,4;63
406;Macon Villages, Bourdon V. Vignes  1996;13,1;63
407;Creamed Spinach;20,1;64
408;Young Chow Fried Rice;18,9;64
409;Fried Scallops (10) w. Beef Fried Rice;27,4;64
410;Chianti Classico, Remole, Frescobaldi;20,4;64
411;SAUTEED ARTICHOKE WITH BASIL Artichoke, Tomato and Soy Protein in a Black Bean Sauce Seasoned with Basil (Taro Spring Roll, Brown Rice);24;64
412;Zwetschgenwasser;21,4;64
413;Pinot Noir Saintsbury Garnet, 1996, Carneros;24,4;64
414;Wor Shu Duck (Boneless) Long Island crispy duck & roast pork w. Chinese vegetables.;16,4;64
415;Wonton w. Egg Drop Soup;27,8;65
